| id  | category_id | subcategory_id | shop_name                        | mobile       | address                                                                                                                                            | status | created_at          |
|  37 |           1 |              2 | M/S Islam Traders (EXL-N)        | 01708143362  | Shop No: 1,2 (Third Floor), House No: 414, New-01, R. S. Shopping Complex, Zia Shorony Road, Shonir Akhra, Thana: Kadamtali, Po: Donia, Dhaka-1236 |      1 | 2025-10-14 11:50:58 |
|  36 |           1 |              2 | Smart Tone (EXL-N)               | 01777799253  | Smart Tone, G.H. Heights, Ground Floor, 67, Satmashjid Road, Dhanmondi, Dhaka 1209                                                                 |      1 | 2025-10-14 11:50:58 |
|  35 |           1 |              2 | Western Telecom                  | 01777799272  | Shop No-15/16, 25/26, Block-B, Level-1, Bashundhara City, Dhaka-1215                                                                               |      1 | 2025-10-14 11:50:58 |
|  34 |           1 |              2 | Modina Telecom                   | 01708461376  | New Market, Chakaria, Cox'S Bazar                                                                                                                  |      1 | 2025-10-14 11:50:58 |
|  33 |           1 |              2 | Rofiq Telecom                    | 01777799294  | Shop No -106, Press Club Complex, 96 C K Gosh Road, Mymensingh Sadar, Mymensingh.                                                                  |      1 | 2025-10-14 11:50:58 |
|  32 |           1 |              2 | M.R Enterprise_Mobile            | 01777799247  | Khan Tower(Gf), Station Road, Gaurang, Kishoreganj-1213                                                                                            |      1 | 2025-10-14 11:50:58 |
|  31 |           1 |              2 | LR Telecom                       | 01708461340  | Jam-E-Mosjid Road, Tomaltola, Sadar, Jamalpur                                                                                                      |      1 | 2025-10-14 11:50:58 |
|  30 |           1 |              1 | Excel Telecom, ZamZam Tower      | 01713229894  | Zam Zam Tower, Level - 6, Shop No- 717, 718, Sector -13, Uttara West Thana- Dist - Dhaka.                                                          |      1 | 2025-10-14 11:46:41 |
|  29 |           1 |              1 | Excel Telecom, Wari              | 01708461355  | Holding no.01, Joykali Mondhir, Wari, Dhaka.                                                                                                       |      1 | 2025-10-14 11:46:41 |
|  28 |           1 |              1 | Excel Telecom, Takerhat          | 01713141416  | Tekerhat Bazar, Thana- Rajoir, Dist.-Madaripur.                                                                                                    |      1 | 2025-10-14 11:46:41 |
|  27 |           1 |              1 | Excel Telecom, Tangail           | 01766674440  | Prince Plaza, Victoria Road, Tangail-1900.                                                                                                         |      1 | 2025-10-14 11:46:41 |
|  26 |           1 |              1 | Excel Telecom, Tajmahal Road     | 01766674458  | Mohammadpur Girls High School & College Biponibitan Prokolpo, Shop No- 04, Tajmahol Road, Thana- Mohammadpur, Dist- Dhaka.                         |      1 | 2025-10-14 11:46:41 |
|  25 |           1 |              1 | Excel Telecom, Shah Ali Plaza    | 01777799297  | 2nd Floor, Shop No-58, 61. Shah Ali Plaza, Mirpur- 10, Dhaka.                                                                                      |      1 | 2025-10-14 11:46:41 |
|  24 |           1 |              1 | Excel Telecom, Satkhira          | 01709652408  | Abul Kashem Sarak, Tufaner Mor, Radha Nagor, Sathkhira Sadar, Sathkhira.                                                                           |      1 | 2025-10-14 11:46:41 |
|  23 |           1 |              1 | Excel Telecom, Patuakhali        | 01777799262  | Khandokar Tower, Sadar Road, Natun Bazar, Patuakhali-8600.                                                                                         |      1 | 2025-10-14 11:46:41 |
|  22 |           1 |              1 | Excel Telecom, Pallabi           | 01713141438  | Plot # 40, Road # 03, Block # B, Begum Rokeya Sarani, Section # 12, Dhaka-1216.                                                                    |      1 | 2025-10-14 11:46:41 |
|  21 |           1 |              1 | Excel Telecom, Pabna             | 01713229897  | Central Girls High School Market, Shop no. 1 & 2, Holding no. 2785, Thana Road, Salgaria, Pabna Sadar, Pabna.                                      |      1 | 2025-10-14 11:46:41 |
|  20 |           1 |              1 | Excel Telecom, Narail            | 01709961444  | Hospital Road, Norail Sadar, Norail-7500.                                                                                                          |      1 | 2025-10-14 11:46:41 |
|  19 |           1 |              1 | Excel Telecom, Mymensingh        | 01713364765  | 90, C.K. Ghosh Road, Thana- Mymensingh Sadar, Dist.- Mymensingh.                                                                                   |      1 | 2025-10-14 11:46:41 |
|  18 |           1 |              1 | Excel Telecom, Moulvibazar-2     | 01708461327  | Choumuhona, 1 Shomsher Nagor Road, Moulavibazar Sadar, Dist.- Moulavibazar.                                                                        |      1 | 2025-10-14 11:46:41 |
|  17 |           1 |              1 | Excel Telecom, Magura            | 01708143384  | S.M. Plaza, 177 M.R. Road, Council Para, Thana-Magura Sadar, Dist.- Magura.                                                                        |      1 | 2025-10-14 11:46:41 |
|  16 |           1 |              1 | Excel Telecom, Kushtia           | 01766674452  | Shapla Chattar, Kushtia High Scool Market, Shop no. 4,5,6, Kushtia Sadar, Kushtia.                                                                 |      1 | 2025-10-14 11:46:41 |
|  15 |           1 |              1 | Excel Telecom, Khulna            | 01709638130  | Hazi Malek Chamber, Shop # 24, House # 80, Ground Floor, Khan-E-Sabur Road, Picture Palace, Thana- Khulna Sadar, District-Khulna.                  |      1 | 2025-10-14 11:46:41 |
|  14 |           1 |              1 | Excel Telecom, Kazir Dewri       | 01708143368  | Holding No. # 05, Shop No. # 06, Ground Floor, Appolo Shopping Centre, Kazir Deuri Circle, Thana-Katowali, Chittagong.                             |      1 | 2025-10-14 11:46:41 |
|  13 |           1 |              1 | Excel Telecom, Jhenaidah         | 01709961449  | Hasan Garments, Post Office Mor, Jhenaidha Sadar, Jheneidha-7300.                                                                                  |      1 | 2025-10-14 11:46:41 |
|  12 |           1 |              1 | Excel Telecom, Jhalokathi        | 01713377954  | Ratul Plaza, Shop No- 8, 9, 10. 21 No Amtala Road, 5 No Word No-5, Jhalokathi Pourosava, Thana -Jhalokathi, Dist - Jhalokathi.                     |      1 | 2025-10-14 11:46:41 |
|  11 |           1 |              1 | Excel Telecom, Jashore           | 01730150209  | 15, Garikhana Road, Nadi Bangla Kashem Tower, Shop no. 104,105,106 & 107, Thana- Jessore Sadar, Dist.- Jessore.                                    |      1 | 2025-10-14 11:46:41 |
|  10 |           1 |              1 | Excel Telecom, Jatrabari         | 01709638136  | Shahid Faruk Sarak, 95/1, Joj Villa, Jatrabari, Thana- Jatrabari, Dist.- Dhaka.                                                                    |      1 | 2025-10-14 11:46:41 |
|   9 |           1 |              1 | Excel Telecom, Finlay Tower      | 01708143375  | Finley Square, 2 no. gate, Nasirabad, Shop no. 08, 5th Floor, Thana-Painchlaish, District- Chittagong.                                             |      1 | 2025-10-14 11:46:41 |
|   8 |           1 |              1 | Excel Telecom, Faridpur          | 01777799256  | 74, Mujib Sarak, Juta Potti, Panchman City Market, shop no. B-1, B-2,B-3, Faridpur Sadar, Faridpur                                                 |      1 | 2025-10-14 11:46:41 |
|   7 |           1 |              1 | Excel Telecom, Chowmuhani        | 01708143372  | Murshed Alam Complex, Shop No -29 , (Level -3 Left Side). Karimpur Road Chowmuhoni. Begumgang Noakhali.                                            |      1 | 2025-10-14 11:46:41 |
|   6 |           1 |              1 | Excel Telecom, Charfasson        | 01713364766  | Charfasson Zila Parishad Fashon Squre, Shop No-10, 11, Mouja- Jinnagor, Word -04, Charfasson Pourosava, Thana - Charfasson, Dist- Charfasson.      |      1 | 2025-10-14 11:46:41 |
|   5 |           1 |              1 | Excel Telecom, Cox's Bazar       | 01325-065955 | Ground Floor, Shop No-01, Cox’s Bazar City Center, Main Road, Cox’s Bazar Pourashava, Cox’s Bazar.                                                 |      1 | 2025-10-14 11:46:41 |
|   4 |           1 |              1 | Excel Telecom, Chawk Bazar       | 01766674411  | Guljar Mor, 174/A, Chattrashori Road, Chawkbazar, Thana- Chawkbazar, District- Chittagong.                                                         |      1 | 2025-10-14 11:46:41 |
|   3 |           1 |              1 | Excel Telecom, Basabo            | 01708461342  | 454, 455 Tempu Stand, Basabo 1214, Sabujbag, Dhaka                                                                                                 |      1 | 2025-10-14 11:46:41 |
|   2 |           1 |              1 | Excel Telecom, Barguna           | 01777799306  | Blue Sky Tower, Holding no. 77, Sadar Road, Thana-Barguna, Dist.- Barguna.                                                                         |      1 | 2025-10-14 11:46:41 |
|   1 |           1 |              1 | Excel Telecom, Bashundhara City  | 01708143381  | Bashundhara City, Basement -1, Shop No- 41 & 42. Thana - Tejgaon, Dist- Dhaka.                                                                     |      1 | 2025-10-14 11:46:41 |
